product_id,name,cleaned_name,price,brand,category,subcategory,volume_weight,is_multipack,product_type,url,image_url,slug,allergens,certifications,ingredients,country_of_origin,storage_advice,allergy_warning,description
N/A,UDHAIYAM TOOR DHAL 2KG,Udhaiyam Toor Dhal,,Udhaiyam,LENTILS & PULSES,TOOR DHAL,2kg,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-toor-dhal-2kg,//www.lakshmiwholesale.com/cdn/shop/files/UDHAYAM-TOOR-DHALL-2KG-4_47eeda5f-20da-4e10-b3f4-4d9895640219.jpg?v=1749642621,udhaiyam-toor-dhal,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM TOOR DHAL 2KG
UDHAIYAM TOOR DHAL 2KG is a premium-quality lentil widely used in Indian cuisine for its rich flavor and nutritional benefits. Essential for creating hearty dishes like sambhar, dal fry, and rasam, this protein-packed pulse is a staple in every Indian kitchen. Its natural taste, excellent texture, and purity make it the top choice for households and restaurants alike. Packed with dietary fiber, protein, and essential nutrients, UDHAIYAM TOOR DHAL supports a healthy and bal"
N/A,NATURES TOOR DAL 500G,Natures Toor Dal,,NATURES,LENTILS & PULSES,TOOR DHAL,500g,False,single,https://www.lakshmiwholesale.com/products/nature-toor-dal,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-09T120501.939.png?v=1749643027,natures-toor-dal,,,for anyone looking to add a nutritious and delicious touch to their culinary creations,,,,"NATURES TOOR DAL 500G
Nature's Toor Dal (500g)
is an essential ingredient for anyone looking to add a nutritious and delicious touch to their culinary creations. Also known as pigeon peas, this dal is rich in protein, fiber, and essential vitamins, making it an ideal choice for health-conscious consumers and professional chefs alike. Its mildly nutty flavor and creamy texture make it perfect for a variety of dishes, from comforting dals to flavorful curries and savory snacks.
Designed to meet
Bu"
N/A,RESTAURANT PACK TOOR DAL OILY 25KG,Restaurant Toor Dal Oily,,Restaurant,LENTILS & PULSES,TOOR DHAL,25kg,False,single,https://www.lakshmiwholesale.com/products/restaurant-pack-toor-dhall-oily-25kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_19_ee03a488-5f78-4e98-b712-c9e198e4ba14.png?v=1749642624,restaurant-toor-dal-oily,"soy, milk, nuts, peanuts",,for your restaurant or catering business,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","RESTAURANT PACK TOOR DAL OILY 25KG
RESTAURANT PACK TOOR DAL OILY 25KG is a high-quality, protein-rich lentil essential for preparing authentic Indian dishes. Toor Dal, also known as pigeon peas, is a staple in Indian cuisine, prized for its earthy flavor and versatility. This oily variety is specially treated to preserve its freshness and extend shelf life, making it ideal for bulk use in restaurants and catering services.
Perfect for cooking traditional dishes such as sambhar, dal fry, or lenti"
N/A,UDHAIYAM TOOR DHAL 500G,Udhaiyam Toor Dhal,,Udhaiyam,LENTILS & PULSES,TOOR DHAL,500g,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-toor-dhal-500g,//www.lakshmiwholesale.com/cdn/shop/files/UDHAYAM-TOOR-DHALL-2KG-4_576c1df1-65b1-4d19-a07c-e205907e2c35.jpg?v=1749642621,udhaiyam-toor-dhal,"soy, milk, nuts, peanuts",,"in Indian cooking, known for its superior quality and",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM TOOR DHAL 500G
UDHAIYAM TOOR DHAL 500G is a versatile and essential ingredient in Indian cooking, known for its superior quality and nutritional benefits. Perfect for preparing traditional dishes such as sambhar, dal tadka, rasam, and other hearty recipes, this premium toor dhal offers a rich taste and creamy texture. Packed with protein, fiber, and essential nutrients, it contributes to a healthy and balanced diet.
At Lakshmi Wholesale, we bring you UDHAIYAM TOOR DHAL 500G in convenien"
N/A,UDHAIYAM URID DAL WHOLE 5KG,Udhaiyam Urid Dal Whole,,Udhaiyam,LENTILS & PULSES,URAD DHAL,5kg,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-urad-dhal-5kg,//www.lakshmiwholesale.com/cdn/shop/files/udhatamuraddhalwholr.png?v=1749642620,udhaiyam-urid-dal-whole,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM URID DAL WHOLE 5KG
UDHAIYAM URID DAL WHOLE 5KG is a premium quality dal, widely used in Indian kitchens for making delicious dal preparations, dosas, idlis, and other authentic dishes. Known for its rich protein content and nutritional value, this dal is perfect for both everyday meals and festive occasions.
The 5KG pack ensures you have an ample supply for large families or catering needs, making it ideal for those who require bulk purchases. Whether you are preparing a traditional Sou"
N/A,UDHAIYAM URID DAL WHOLE 2KG,Udhaiyam Urid Dal Whole,,Udhaiyam,LENTILS & PULSES,URAD DHAL,2kg,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-urad-dhal-2kg,//www.lakshmiwholesale.com/cdn/shop/files/udhatamuraddhalwholr_94bd9bc0-98b1-44f8-a802-9d6b1e6d1de6.png?v=1749642619,udhaiyam-urid-dal-whole,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM URID DAL WHOLE 2KG
UDHAIYAM URID DAL WHOLE 2KG is a premium-quality product that is essential in Indian cuisine. Known for its rich flavor and high nutritional content, this whole urid dal is a staple in creating traditional dishes like dal makhani, idli batter, dosa batter, and urad dal curry. Packed with protein, fiber, and vital nutrients, it supports a healthy and balanced diet. Its unpolished nature retains its natural taste and nutritional benefits, making it a preferred choice fo"
N/A,RESTAURANT PACK URID DHAL 25KG,Restaurant Urid Dhal,,Restaurant,LENTILS & PULSES,URAD DHAL,25kg,False,single,https://www.lakshmiwholesale.com/products/restaurant-pack-urid-dhal-20kg,//www.lakshmiwholesale.com/cdn/shop/files/Urad-dhal-1.webp?v=1749643051,restaurant-urid-dhal,,,"is commonly used in a variety of recipes, including dals, curries, and lentil soups, as well as for making popular dishes like dosa and idli",,,,"RESTAURANT PACK URID DHAL 25KG
Restaurant Pack Urid Dhal 25kg is a premium-quality legume essential for creating authentic Indian dishes. Known for its distinctive black skin and creamy white interior, urid dhal (also spelled urad dal) is rich in protein, fiber, and essential nutrients, making it a nutritious choice for any menu. This versatile ingredient is commonly used in a variety of recipes, including dals, curries, and lentil soups, as well as for making popular dishes like dosa and idli.
"
N/A,SRI DURGA ROASTED KABULLI CHANNA SPLIT (DARIA DAL) - 500G,Sri Durga Roasted Kabulli Channa Split (daria Dal) -,,SRI DURGA,LENTILS & PULSES,KABULI CHANA,500g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-roasted-kabulli-channa-split-daria-dal-500g,//www.lakshmiwholesale.com/cdn/shop/products/SRI-DURGA-SPLIT-1.png?v=1749643459,sri-durga-roasted-kabulli-channa-split-daria-dal,"soy, milk, nuts, peanuts",,"in chutneys, snacks, and traditional dishes like Chutney Podi, Besan Laddu, and more",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA ROASTED KABULLI CHANNA SPLIT (DARIA DAL) - 500G
Sri Durga Roasted Kabulli Channa Split (Daria Dal) – 500g, available at Lakshmi Wholesale, is a versatile and nutritious addition to your pantry. Made from premium quality Kabuli channa (white chickpeas), this dal is roasted to perfection, giving it a delightful crunch and rich flavor. Daria Dal is widely used in Indian cuisine, often as a key ingredient in chutneys, snacks, and traditional dishes like Chutney Podi, Besan Laddu, and more."
N/A,NATURES CHICK PEAS (KABULI CHANA) 500G,Natures Chick Peas (kabuli Chana),,NATURES,LENTILS & PULSES,KABULI CHANA,500g,False,single,https://www.lakshmiwholesale.com/products/natures-chick-peas,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-08T181124.215.png?v=1749643032,natures-chick-peas-kabuli-chana,,"vegetarian, vegan","for vegetarian and vegan diets, offering a nutritious, plant-based source of protein",,,,"NATURES CHICK PEAS (KABULI CHANA) 500G
Nature's Chick Peas (Kabuli Chana) 500g
offers a premium quality legume that is a staple in kitchens around the world. These plump, creamy chickpeas are rich in protein, fiber, and essential nutrients, making them an excellent addition to a variety of dishes. From classic Indian curries like chana masala to hummus, falafel, and hearty soups,
Nature's Kabuli Chana
is perfect for restaurants and home kitchens alike.
Known for its ability to absorb flavors whi"
N/A,NATURES BROWN KALA CHANA  1KG,Natures Brown Kala Chana,,NATURES,LENTILS & PULSES,BROWN KALA CHANA,1kg,False,single,https://www.lakshmiwholesale.com/products/natures-brown-kala-chana-1kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitled-design-8_9b4c8d20-f60e-4d2a-9ef4-385985533a9a_1.png?v=1749643014,natures-brown-kala-chana,,,"can be used in various dishes, from hearty curries and salads to snacks and stews",,,,"NATURES BROWN KALA CHANA 1KG
Introducing
Nature's Brown Kala Chana 1kg
, a nutrient-dense legume that is a staple in many cuisines. Known for its rich flavor and firm texture, brown kala chana, or black chickpeas, is packed with protein, fiber, and essential vitamins and minerals, making it an excellent choice for health-conscious consumers and culinary enthusiasts alike.
This versatile ingredient can be used in various dishes, from hearty curries and salads to snacks and stews. Its nutty flavor"
N/A,NATURES BROWN KALA CHANA 500G,Natures Brown Kala Chana,,NATURES,LENTILS & PULSES,BROWN KALA CHANA,500g,False,single,https://www.lakshmiwholesale.com/products/natures-brown-kala-chana,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-08T175623.517.png?v=1749643033,natures-brown-kala-chana,,"vegetarian, vegan",for your daily culinary needs,,,,"NATURES BROWN KALA CHANA 500G
Nature's Brown Kala Chana 500g
offers a nutrient-rich and flavorful variety of chickpeas that are a staple in Indian cuisine. Also known as desi chickpeas, brown kala chana is smaller, darker, and has a firmer texture compared to the regular chickpea variety. This hearty legume is widely used in traditional dishes like chana masala, curries, and salads. When cooked, it retains its shape, making it perfect for soups, stews, and stir-fried dishes. Packed with protein,"
N/A,NATURES CHANA DAL - SPLIT 1KG,Natures Chana Dal - Split,,NATURES,LENTILS & PULSES,CHANA DHAL,1kg,False,single,https://www.lakshmiwholesale.com/products/natures-chana-dal-split-1kg,//www.lakshmiwholesale.com/cdn/shop/products/Untitleddesign-2022-06-18T154532.863.png?v=1749643454,natures-chana-dal-split,"soy, milk, nuts, peanuts","vegetarian, vegan","traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NATURES CHANA DAL - SPLIT 1KG
Elevate your culinary creations with NATURES CHANA DAL - SPLIT 1KG, available for wholesale at Lakshmi Wholesale in the UK. This premium quality split chickpea dal is a staple in Indian kitchens, known for its versatility and rich nutritional profile. Perfect for various dishes, from comforting dals and soups to savory snacks, NATURES CHANA DAL offers a delightful taste that enhances every meal.
Sourced from the finest farms, each grain of chana dal is carefully pro"
N/A,NATURES MOONG DAL - YELLOW 1KG,Natures Moong Dal - Yellow,,NATURES,LENTILS & PULSES,MOONG DHAL,1kg,False,single,https://www.lakshmiwholesale.com/products/natures-moong-dal-yellow-1kg,//www.lakshmiwholesale.com/cdn/shop/products/Untitled-design-6_b148b643-5d06-4ddf-bb0e-9c18581ce44b.png?v=1749643429,natures-moong-dal-yellow,,,for your culinary creations,,,,"NATURES MOONG DAL - YELLOW 1KG
**Nature's Moong Dal - Yellow 1KG** is a premium quality, unpolished lentil, perfect for making delicious and nutritious dishes like khichdi, dal, and soups. It is rich in protein, fiber, and essential nutrients, making it an ideal choice for a healthy diet. This Moong Dal is sourced from trusted farms and carefully processed to retain its natural goodness.
Ideal for both home cooks and food service professionals, **Nature's Moong Dal** can be used in a variety of "
N/A,UDHAIYAM MOONG DHALL (YELLOW) 1KG,Udhaiyam Moong Dhall (yellow),,Udhaiyam,LENTILS & PULSES,MOONG DHAL,1kg,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-moong-dhall-yellow-1kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign-2022-06-04T170722.165_12bbeff9-5d5d-4645-acd8-887028ae08c5.png?v=1749642622,udhaiyam-moong-dhall-yellow,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM MOONG DHALL (YELLOW) 1KG
UDHAIYAM MOONG DHALL (YELLOW) 1KG
is a premium-quality lentil known for its rich flavor and nutritional benefits. Ideal for preparing traditional Indian dishes like dal tadka, khichdi, or soups, this yellow moong dal is a kitchen essential for homes and restaurants alike. Known for its ease of cooking and versatility, it is a staple in Indian cuisine.
Udhaiyam Moong Dhall is carefully processed to ensure the highest quality and purity, making it a perfect choice"
N/A,RESTAURANT PACK MOONG DHAL (YELLOW) 25KG,Restaurant Moong Dhal (yellow),,Restaurant,LENTILS & PULSES,MOONG DHAL,25kg,False,single,https://www.lakshmiwholesale.com/products/restaurant-pack-moong-dhal-yellow-25kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_15_481d13bc-8809-4fbe-9370-ae3d3cead82d.png?v=1749643258,restaurant-moong-dhal-yellow,"soy, milk, nuts, peanuts",,in Indian cuisine,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","RESTAURANT PACK MOONG DHAL (YELLOW) 25KG
Discover the exceptional quality of RESTAURANT PACK MOONG DHAL (YELLOW) 25KG, now available for wholesale at Lakshmi Wholesale in the UK. Perfect for restaurants, catering services, or large families, this bulk pack of moong dal offers unmatched convenience and value.
Moong dal, or yellow split mung beans, is a staple ingredient in Indian cuisine. Known for its delicate flavor and easy digestibility, it is rich in protein, fiber, and essential nutrients, "
N/A,UDHAIYAM MOONG DHALL (YELLOW) 2KG,Udhaiyam Moong Dhall (yellow),,Udhaiyam,LENTILS & PULSES,MOONG DHAL,2kg,False,single,https://www.lakshmiwholesale.com/products/udhaiyam-moong-dhall-yellow-2kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign-2022-06-04T170722.165.png?v=1749642623,udhaiyam-moong-dhall-yellow,"soy, milk, nuts, peanuts",,"for Indian kitchens, known for its versatility and",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","UDHAIYAM MOONG DHALL (YELLOW) 2KG
UDHAIYAM MOONG DHALL (YELLOW) 2KG is a staple ingredient for Indian kitchens, known for its versatility and nutritional value. This premium quality lentil is ideal for preparing traditional dishes like dal tadka, khichdi, and soups. High in protein, low in fat, and easy to digest, it is an excellent choice for health-conscious meals. Whether you're catering to a large family or running a restaurant, the 2KG pack offers convenience and cost-effectiveness.
Lakshmi"
